texto,codigo_ciuo_1d
OCUPACIÓN: ACUICULTURA MARINA; TAREAS: ACUICULTURA MARINA,999
OCUPACIÓN: ASISTENTE BILINGUE; TAREAS: ASISTENTE DE LOS QUÍMICOS FARMACÉUTICOS,3
"OCUPACIÓN: MAESTRO EN MANTENCION EN BENCINERA EN QUILPUE; TAREAS: MAESTRO EN MANTENCION,CONSTRUCCION EN BENCINERA EN QUILPUE",7
OCUPACIÓN: EMPLEADO PUBLICO; TAREAS: TRASLADAR DETENIDOS,5
OCUPACIÓN: OPERADOR DE MANTEQUILLA; TAREAS: HACE MANTEQUILLA,7
OCUPACIÓN: EJECUTIVO EMPRESA; TAREAS: NEGOCIOS,5
OCUPACIÓN: JEFE DE SALA; TAREAS: JEFE DE SALA,999
OCUPACIÓN: REALIZA MANTENCION DE SISTEMAS DE RIEGO; TAREAS: REALIZA MANTENCION DE SISTEMAS DE RIEGO,7
OCUPACIÓN: COORDINADORA DE ORQUESTA; TAREAS: SUPERVISA ASISTENCIA DE ALUMNOS Y PROFESORES,2
OCUPACIÓN: TURISMO; TAREAS: TURISMO,999
OCUPACIÓN: JEFE DE OPEEACIONES; TAREAS: JEFE DE OPERACIONES,1
OCUPACIÓN: ABOGADA; TAREAS: ABOGADA,2
OCUPACIÓN: ABOGADA; TAREAS: DEFENSORA PENAL,2
OCUPACIÓN: ACOMODADOR DE EVENTOS; TAREAS: ACOMODADOR DE EVENTOS DE CONCIERTOS,9
OCUPACIÓN: ACUPUNTURA; TAREAS: ACUPUNTURA Y KINESIOLOGÍA,2
OCUPACIÓN: ADMINISTRA EN HOSPITAL; TAREAS: VE TEMAS ADMINISTRATIVOS,999
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: ADMINISTRADOR,1
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: ADMINISTRACIÓN EMPRESAS,1
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: ADMINISTRADORA,1
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: LABORES VARIAS LOCAL DE COMIDA,1
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: LLEVA REGISTROS DE SU SECTOR,4
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: SECRETARÍA,999
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: INACAP,999
OCUPACIÓN: ADMINISTRACIÓN; TAREAS: ADMINISTRACIÓN DE VENTA,999
OCUPACIÓN: ADMINISTRACIÓN CENTRO DEPORTIVO; TAREAS: ORGANIZACIÓN E IMPLEMENTACIÓN DE ÁREA ADMINISTRATIVA,1
OCUPACIÓN: ADMINISTRACIÓN DE CUENTAS; TAREAS: ADMINISTRAR,999
OCUPACIÓN: ADMINISTRACIÓN DE EMPRESA; TAREAS: JEFA DE DEPARTAMENTO DE HOSPITALARIO,1
OCUPACIÓN: ADMINISTRACIÓN DE EMPRESA; TAREAS: ADMINISTRACIÓN DE OFICINA INFORMACIÓN RECLAMOS Y SUGERENCIAS,1
OCUPACIÓN: ADMINISTRACIÓN DE EMPRESA FUNERARIA; TAREAS: ADMINISTRACIÓN DE CUENTAS Y PAGAR LOS SUELDOS,1
OCUPACIÓN: ADMINISTRACIÓN DE EMPRESA INDEPENDIENTE; TAREAS: GESTIÓN DE COMPRA E INVENTERIO,1
OCUPACIÓN: ADMINISTRACIÓN DE EMPRESAS; TAREAS: ADMINISTRACIÓN DEL PERSONAL,1
OCUPACIÓN: ADMINISTRACIÓN DE EMPRESAS; TAREAS: NEGOCIOS Y FINANZAS,1
"OCUPACIÓN: ADMINISTRACIÓN DE LOCAL; TAREAS: ADMINISTRACIÓN, ORGANIZACIÓN",1
OCUPACIÓN: ADMINISTRACIÓN DE LOCALES FAMILIARES; TAREAS: GESTIONAR DOCUMENTOS,1
OCUPACIÓN: ADMINISTRACIÓN DE OFICINA; TAREAS: ADMINISTRACIÓN DE EMPRESA,1
OCUPACIÓN: ADMINISTRACIÓN DE PANADERIA; TAREAS: ADMINISTRA LA PANADERÍA,1
"OCUPACIÓN: ADMINISTRACIÓN DE PROYECTOS; TAREAS: LOGÍSTICA, CONTRATACIÓN DE PERSONAL",1
OCUPACIÓN: ADMINISTRACIÓN DE RECURSOS HUMANOS; TAREAS: ENCARGADO DE RECURSOS HUMANOS,999
OCUPACIÓN: ADMINISTRACIÓN EN CLARO; TAREAS: ATENCIÓN AL CLIENTE,999
OCUPACIÓN: ADMINISTRACIÓN EN CONSTRUCCIÓN; TAREAS: MOVILIZACIÓN DE PERMISOS,999
OCUPACIÓN: ADMINISTRACIÓN EN MINISTERIO; TAREAS: ADMINISTRACIÓN,999
OCUPACIÓN: ADMINISTRADOR; TAREAS: ADMINISTRATIVO,1
OCUPACIÓN: ADMINISTRADOR; TAREAS: SERVICIO AL CLIENTE,1
OCUPACIÓN: ADMINISTRADOR; TAREAS: ADMINISTRADOR DE EMPRESAS,1
"OCUPACIÓN: ADMINISTRADOR; TAREAS: JEFE, ADMINISTRATIVO",1
OCUPACIÓN: ADMINISTRADOR DE BODEGA; TAREAS: ADMINISTRAR UNA BODEGA,3
OCUPACIÓN: ADMINISTRADOR DE FUNDO; TAREAS: LIMPIANDO DESAGÜES DE AGUA Y MANTENCIÓN DE FUNDO,6
OCUPACIÓN: ADMINISTRADOR DE FUNERARIA; TAREAS: TAREAS ADMINISTRATIVAS,1
OCUPACIÓN: ADMINISTRADOR DE LOCAL; TAREAS: DIRIGIR NEGOCIO PROPIO,1
OCUPACIÓN: ADMINISTRADOR DE PROCESOS INFORMÁTICO; TAREAS: SOLUCIÓN DE PROBLEMAS DE INFORMÁTICA,2
OCUPACIÓN: QUEHACER DE HOGAR Y CUIDADO DE ADULTO MAYORES; TAREAS: QUEHACER DE HOGAR,9
OCUPACIÓN: ADMINISTRADORA DE ESTACIONAMIENTO; TAREAS: ADMINISTRADORA,1
"OCUPACIÓN: ADMINISTRADORA DE VENTAS EN UNA EMPRESA; TAREAS: VE PEDIDOS, BOLETAS, FACTURAS Y GUÍAS, ENTRE OTRAS TAREAS ADMINISTRATIVAS DE LA EMPRESA",1
OCUPACIÓN: ADMINISTRADORA NEGOCIO; TAREAS: CONTABILIDAD Y AJUSTES,1
OCUPACIÓN: ADMINISTRADORA PUBLICA; TAREAS: ANALISTA,2
OCUPACIÓN: ADMINISTRADORA PUBLICA; TAREAS: ADQUISICIONES,3
OCUPACIÓN: ADMINISTRADORA; TAREAS: ADMINISTRAR,1
OCUPACIÓN: ADMINISTRATIVA; TAREAS: LOGÍSTICO,4
OCUPACIÓN: ADMINISTRATIVA; TAREAS: CONTABILIDAD,4
OCUPACIÓN: ADMINISTRATIVA; TAREAS: ASISTENTE ADMINISTRATIVA,4
OCUPACIÓN: ADMINISTRATIVA; TAREAS: ADMINISTRACIÓN,1
OCUPACIÓN: ADMINISTRATIVA; TAREAS: ADMINISTRACIÓN,1
OCUPACIÓN: ADMINISTRATIVA; TAREAS: ADMINISTRACIÓN,1
OCUPACIÓN: ADMINISTRATIVA BANCARIA; TAREAS: ATENCION AL CLIENTE,4
"OCUPACIÓN: ADMINISTRATIVA CCAF; TAREAS: CAPTACIÓN DE CLIENTES, ETC.",4
"OCUPACIÓN: ADMINISTRATIVA EN SOME HOSPITAL; TAREAS: AGENDAR HORAS, CITAR PACIENTES",3
OCUPACIÓN: ADMINISTRATIVA EN UNA EMPRESA; TAREAS: ADMINISTRATIVA,999
OCUPACIÓN: ADMINISTRATIVA EN UNIVERSIDAD; TAREAS: TRABAJO ADMINISTRATIVO,4
"OCUPACIÓN: ADMINISTRATIVA REGISTRO ESTADÍSTICO; TAREAS: CONTROLAR ALTAS, CAMBIO HORAS, DAR HORAS PACIENTES",3
OCUPACIÓN: ADMINISTRATIVA TÉCNICA EN CONTRALORÍA; TAREAS: INGRESO DE DOCUMENTOS,4
OCUPACIÓN: ADMINISTRATIVO; TAREAS: ADMINISTRAR EMPRESA FAMILIAR,1
OCUPACIÓN: ADMINISTRATIVO; TAREAS: REVISAR FACTURAS,4
OCUPACIÓN: ADMINISTRATIVO; TAREAS: COBRANZA,4
OCUPACIÓN: ADMINISTRATIVO; TAREAS: TRABAJO ADMINISTRATIVO,4
OCUPACIÓN: ADMINISTRATIVO; TAREAS: LABORES ADMINISTRATIVAS PARA CORREDORA AGRÍCOLA,4
OCUPACIÓN: ADMINISTRATIVO; TAREAS: TRABAJO DE OFICINA,4
OCUPACIÓN: ADMINISTRATIVA; TAREAS: ATENCIÓN CLIENTE,4
OCUPACIÓN: ADMINISTRATIVO; TAREAS: LABORES ADMINISTRATIVAS,4
"OCUPACIÓN: ADMINISTRATIVO; TAREAS: SUPERVISION, PROGRAMACION, CHEQUEO SISTEMAS",3
OCUPACIÓN: ADMINISTRATIVO; TAREAS: ADMINISTRACIÓN DE BAR,1
OCUPACIÓN: ADMINISTRATIVO; TAREAS: ANÁLISIS DE DATOS LIQUIDADOR DE SEGURO,3
OCUPACIÓN: ADMINISTRATIVO; TAREAS: PROCURADOR DE CBR,3
OCUPACIÓN: ADMINISTRATIVO; TAREAS: AUDITAR COSTAS JUDICIALES,3
OCUPACIÓN: ADMINISTRATIVO; TAREAS: EMIGRACIÓN,3
OCUPACIÓN: ADMINISTRATIVO; TAREAS: INFORMES,999
OCUPACIÓN: ADMINISTRATIVO; TAREAS: TRABAJA EN LA FARMACIA DEL HOSPITAL HIGUERAS,999
OCUPACIÓN: ADMINISTRATIVO; TAREAS: ADMINISTRATIVO,999
OCUPACIÓN: ADMINISTRATIVO; TAREAS: DE COMUNICACIÓN,999
OCUPACIÓN: ADMINISTRATIVO CONTABLE; TAREAS: PADMINISTRATIVO CONTABLE,4
OCUPACIÓN: ADMINISTRATIVO DAEM; TAREAS: TAREAS ADMINISTRATIVAS,4
OCUPACIÓN: ADMINISTRATIVO DE EMPRESA; TAREAS: VENDEDOR Y REPARTIDOR,999
OCUPACIÓN: ADMINISTRATIVO DE EMPRESA TEXTIL; TAREAS: PAPELEOS DE BANCO,4
OCUPACIÓN: ADMINISTRATIVO DE EXPORTACIÓN E IMPORTACIÓN; TAREAS: TRÁMITES PARA IMPORTAR Y EXPORTAR,3
OCUPACIÓN: ADMINISTRATIVO DE GENDARMERÍA; TAREAS: ESTADÍSTICAS ADMINISTRATIVA,4
OCUPACIÓN: ADMINISTRATIVO DE HOSPITAL; TAREAS: TAREAS DE ADMINISTRACIÓN,4
OCUPACIÓN: ADMINISTRATIVO DE OFICINA; TAREAS: LABORES ADMINISTRATIVAS,4
"OCUPACIÓN: ADMINISTRATIVO DE RECURSOS HUMANOS; TAREAS: ADMINISTRATIVO RECURSOS HUMANOS, CONTRATO",4
OCUPACIÓN: ADMINISTRATIVO EN CONTROL DE PRODUCTOS; TAREAS: HACER RESERVAS Y CONTROL ESTADÍSTICO,999
OCUPACIÓN: ADMINISTRATIVO EN DISTRIBUIDORA DE ALIMENTOS; TAREAS: CONTROL DE INGRESO DE LOS PRODUCTOS,4
OCUPACIÓN: ADMINISTRATIVO EN EMPRESA DE TELESCOPIO; TAREAS: ADMINISTRATIVO EN OFICINA DE LA EMPRESA,999
OCUPACIÓN: ADMINISTRATIVO EN FUERZAS ARMADAS; TAREAS: ATENCIÓN A MILITARES SOBRE COMPRA DE PASAJES,3
OCUPACIÓN: ADMINISTRATIVO EN LA UNIVERSIDAD; TAREAS: PREPARACIÓN DE LAS SALAS DE CLASES,4
"OCUPACIÓN: ADMINISTRATIVO EN ÓPTICA SHILLING; TAREAS: ARCHIVA BOLETAS, FACTURAS Y DOCUMENTOS DE VENTAS",4
OCUPACIÓN: ADMINISTRATIVO INFORMÁTICA; TAREAS: ADMINISTRACIÓN DE SISTEMAS COMPUTACIONALES,2
OCUPACIÓN: ADMINISTRATIVO INSTITUCIÓN PUBLICA; TAREAS: INFORMATIVA,999
OCUPACIÓN: ADMINISTRATIVO MUNICIPALIDAD; TAREAS: ADMINISTRATIVO MUNICIPALIDAD,999
OCUPACIÓN: ADMINISTRATIVO O ESTAFETA; TAREAS: IR A BANCOS Y TRÁMITES,9
OCUPACIÓN: ADMINISTRATIVO RECUERDOS HUMANOS; TAREAS: CONFECCIÓN DE CONTRATOS,3
OCUPACIÓN: AGENTE DE CARGA EN AEROPUERTO; TAREAS: GESTIONA CARGA NACIONAL E INTERNACIONAL,3
OCUPACIÓN: AGENTE EDUCATIVA; TAREAS: CUIDADO DE NIÑOS,3
"OCUPACIÓN: AGRICOLA; TAREAS: TEMPORERO, COSECHA",9
OCUPACIÓN: AGRÍCOLA GANADERO; TAREAS: AGRICULTURA Y GANADERÍA,6
OCUPACIÓN: AGRICULTOR; TAREAS: GANADERÍA,6
OCUPACIÓN: AGRICULTOR; TAREAS: COSECHA DIFERENTES VERDURAS,6
OCUPACIÓN: AGRICULTOR; TAREAS: AGRICULTURA EN CAMPOS DE TOMATE,6
OCUPACIÓN: ALBAÑIL; TAREAS: RESTAURAR CASAS,7
OCUPACIÓN: ALBAÑIL; TAREAS: ARREGLOS EN CASAS,7
OCUPACIÓN: ALBAÑIL; TAREAS: CONSTRUCION,7
OCUPACIÓN: ALBAÑIL A DOMICILIO PARA VIVIENDAS; TAREAS: CAMBIAR ENCHUFES Y LUCES Y LABORES VARIAS DE ALBAÑILERÍA,7
OCUPACIÓN: ALBAÑIL DE CONSTRUCCIÓN; TAREAS: ACTIVIDADES DE OBRA,7
OCUPACIÓN: ALBAÑILERÍA; TAREAS: ALISAR MUROS Y FACHADAS,7
OCUPACIÓN: ALMACENERO; TAREAS: ATENDER ALMACÉN,5
OCUPACIÓN: ALMACENERO; TAREAS: ALMACENERO,5
OCUPACIÓN: AMBULANTE; TAREAS: VENTA DE ROPAS AMERICANA,9
OCUPACIÓN: ADMINISTRATIVO; TAREAS: ATENCIO DE PÚBLICO,4
OCUPACIÓN: ANÁLISIS QUÍMICO; TAREAS: ANÁLISIS DE MUESTRAS,2
OCUPACIÓN: ANALISTA; TAREAS: TAREAS ADMINISTRATIVAS,2
"OCUPACIÓN: ANALISTA COMERCIAL; TAREAS: ANÁLISIS DE CUENTA, REPORTERIA PARA GERENTE DE LA EMPRESA. MANEJAR LOS NÚMEROS. SI VENDEDORES VENDEN, CONTROL Y GESTIÓN",3
OCUPACIÓN: ANALISTA CONTABLE; TAREAS: ADMINISTRATIVO,2
OCUPACIÓN: ANALISTA CRÉDITOS Y COBRANZAS; TAREAS: ENCARGA CUENTAS DE CLIENTES,3
OCUPACIÓN: ANALISTA DE COMPRAS; TAREAS: COMPRAS,3
OCUPACIÓN: ANALISTA DE INVENTARIO; TAREAS: ANÁLISIS DE INVENTARIO Y PLANIFICACIÓN,4
OCUPACIÓN: ANALISTA DE RIEGOS; TAREAS: ANALISTA,2
OCUPACIÓN: ANALISTA DE SISTEMAS; TAREAS: SOPORTE Y FORMATEO,2
OCUPACIÓN: ANALISTA FINANCIERO; TAREAS: FINANZAS Y ADMINISTRACIÓN,2
OCUPACIÓN: ANALISTA PROGRAMADOR; TAREAS: ANALISTA GESTIONA Y DESARROLLA PLATAFORMA,2
OCUPACIÓN: ANALISTA TÉCNICO; TAREAS: ANÁLISIS DE AERONAVEGACIÓN,3
OCUPACIÓN: AMBULANTE; TAREAS: COMERCIANTE Y VENDEDOR,9
OCUPACIÓN: ANFITRIONA DE RESTAURANT; TAREAS: ANFITRIONA,5
OCUPACIÓN: APARADORA DE CALZADO; TAREAS: HACER CALZADO,7
"OCUPACIÓN: APOYO ADMINISTRATIVO EN INSTITUCION IPS; TAREAS: RECIBIR CORRESPONDENCIA, ENVIAR CARTAS, ATENDER TELÉFONO",4
"OCUPACIÓN: APRENDIZ DE MAESTRO COCINA; TAREAS: PREPARACIÓN DE COMIDA, SIRVE LA COMIDA, LIMPIEZA DEL LUGAR",9
OCUPACIÓN: AQUICULTOR; TAREAS: SIEMBRA PELILLO (ALGAS),6
OCUPACIÓN: ARBORISTA; TAREAS: CORTAR ARBOLES EN ALTURA O QUITAR ARBOLES CAÍDOS,6
OCUPACIÓN: ÁREA DE LA SALUD; TAREAS: ENTREGA DE ALIMENTOS A PACIENTES,3
OCUPACIÓN: ARQUITECTO; TAREAS: PROYECTOS,2
OCUPACIÓN: ARQUITECTO; TAREAS: ARQUITECTURA,2
OCUPACIÓN: ARQUITECTURA; TAREAS: ARQUITECTURA,2
OCUPACIÓN: ARREGLA CABLES ELECTRICOS; TAREAS: ARREGLAR,7
OCUPACIÓN: ARREGLA CANDADOS; TAREAS: REALIZA ARREGLO DE LLAVES Y CANDADOS,7
OCUPACIÓN: ANFITRIONA; TAREAS: SERVICIO AL CLIENTE,4
OCUPACIÓN: ARREGLAR COCINA; TAREAS: ARREGLO COCINA,7
OCUPACIÓN: ARSENALERA QUIRÚRGICA; TAREAS: ASISTENCIA A DOCTOR EN CIRUJÍAS,3
OCUPACIÓN: ARTES DE PESCA; TAREAS: REPARÓ REDES DE PESCA,7
OCUPACIÓN: ARTESANA; TAREAS: ARTESANÍA DE BOLSOS,7
OCUPACIÓN: ARTESANA; TAREAS: CREACIÓN DE ADORNOS CON CERÁMICA,7
OCUPACIÓN: ARTESANA; TAREAS: TRABAJO EN CERÁMICA FIGURAS,7
OCUPACIÓN: ARTESANÍA; TAREAS: ARTESANÍA COLLARES ETC,7
OCUPACIÓN: ARTESANÍA DE CROCHET; TAREAS: FABRICACIÓN DE FLORES DE CROCHET,7
OCUPACIÓN: ARTESANÍA EN MADERA; TAREAS: TORNERO EN MADERA,7
OCUPACIÓN: ARTESANÍA JOYAS; TAREAS: HACER JOYAS DE TODO METSL,7
OCUPACIÓN: ARTESANO EN YESO; TAREAS: REALIZAR TRABAJOS EN YESO,7
OCUPACIÓN: ASEADOE DE BUSES; TAREAS: LIMPIA LOS BUSES DE TRANSANTIAGO,9
OCUPACIÓN: ASEADORA; TAREAS: LIMPIEZA,9
OCUPACIÓN: ASEO; TAREAS: ASEO,9
OCUPACIÓN: ASEO; TAREAS: ASEO,9
OCUPACIÓN: ASEO; TAREAS: ASEO A EMPRESA DE PERFUMES,9
"OCUPACIÓN: ASEO DE CASAS PARTICULARES; TAREAS: LABORES DE ASEO EN BAÑOS Y COCINA, DORMITORIOS",9
OCUPACIÓN: ASEO GENERAL DE LABORATORIO; TAREAS: LIMPIEZA,9
OCUPACIÓN: ASEO INDUSTRIAL; TAREAS: ASEO INDUSTRIAL,9
OCUPACIÓN: ASEO Y LIMPIEZA; TAREAS: ASEO Y LIMPIEZA,9
OCUPACIÓN: ARREGLA COMPUTADORES; TAREAS: ARREGLAR PC,7
OCUPACIÓN: ASESOR DE MÁQUINAS; TAREAS: SE ENCARGA DE VER EFECTIVIDAD DE MAQUINAS,2
OCUPACIÓN: ASESORA DE HOGAR; TAREAS: LIMPIEZA,9
OCUPACIÓN: ASESORA DE HOGAR; TAREAS: QUEHACERES DE HOGAR,9
OCUPACIÓN: ASESORA DEL HOGAR; TAREAS: TAREAS DOMÉSTICAS,9
OCUPACIÓN: ASESORA DEL HOGAR; TAREAS: CUIDAR A LOS NIÑOS,9
OCUPACIÓN: ASESOR DE PALAS; TAREAS: ASESOR DE SOPORTE TÉCNICO,2
OCUPACIÓN: ASESORÍAS DE NEGOCIOS; TAREAS: ASESOR DE NEGOCIOS FAMILIARES,2
OCUPACIÓN: ASESORA EN TIENDA RETAIL; TAREAS: ASESORA CLIENTES,5
OCUPACIÓN: ASISTENTE; TAREAS: ASISTENCIA JUDICIAL,3
OCUPACIÓN: ASISTENTE; TAREAS: TRASLADO DE PERSONAS ENFERMAS,3
OCUPACIÓN: ASISTENTE; TAREAS: ASISTENTE DE TESORERÍA,4
OCUPACIÓN: ASISTENTE; TAREAS: ADMINISTRATIVO,999
OCUPACIÓN: ASISTENTE; TAREAS: ASISTENTE,999
OCUPACIÓN: ASISTENTE; TAREAS: ASISTENTE,999
OCUPACIÓN: ASISTENTE DE ASEO; TAREAS: LIMPIEZA,9
OCUPACIÓN: ASISTENTE DE AULA; TAREAS: AYUDA A MENORES,5
OCUPACIÓN: ASISTENTE DE AULA EDUCACIÓN; TAREAS: ASISTENTE DE AULA,5
"OCUPACIÓN: ASISTENTE DE CAFETERÍA; TAREAS: GARZONA, LAVAR LOZA",5
OCUPACIÓN: ASISTENTE DE CINE; TAREAS: BOLETERÍA,5
OCUPACIÓN: ASISTENTE DE COCINA; TAREAS: ASISTENTE DE COCINA,9
OCUPACIÓN: ASISTENTE DE CONTADOR; TAREAS: AYUDA EN LOS MANDADOS DE SU JEFE EN JUNIOR,9
OCUPACIÓN: ASISTENCIA EN COMPUTACIÓN; TAREAS: REVISIÓN DE COMPUTADORAS,3
OCUPACIÓN: ASISTENTE DE MARCA; TAREAS: ADMINISTRATIVO,999
OCUPACIÓN: ASISTENTE DE PÁRVULOS; TAREAS: TAREAS DOCENTES,3
OCUPACIÓN: ASISTENTE DE PÁRVULOS; TAREAS: ES ASISTENTE,3
OCUPACIÓN: ASISTENTE DE PROFESORA; TAREAS: ASISTIR A PROFESORA,5
OCUPACIÓN: ASISTENTE DE RECURSOS HUMANOS; TAREAS: COLABORAR A LOS EMPLEADOS DE LA EMPRESA,4
OCUPACIÓN: ASISTENTE DE RECURSOS HUMANOS; TAREAS: REMUNERACIÓN,4
OCUPACIÓN: ASISTENTE DE RECURSOS HUMANOS; TAREAS: CONTRATACIÓN,4
OCUPACIÓN: ASISTENTE DE REMUNERACIONES; TAREAS: GESTIÓN DE TRABAJADORES Y CONTRATOS,4
"OCUPACIÓN: ASISTENTE DE RR.HH; TAREAS: REALIZAR LIQUIDACIÓN DE SUELDOS, CONTRATOS , ETC",4
OCUPACIÓN: ASISTENTE DE RRHH; TAREAS: CURRÍCULUMS. CURSOS,4
OCUPACIÓN: ASISTENTE DE SALA; TAREAS: INICIO CLASES ONLINE Y ASISTE EN EVALUACIONES,5
OCUPACIÓN: ASISTENTE DE TRATO DIRECTO; TAREAS: CUIDAR ENFERMOS,5
OCUPACIÓN: ASISTENTE DENTAL; TAREAS: ASISTENTE DENTAL,3
OCUPACIÓN: ASISTENTE DENTAL; TAREAS: APOYO A DENTISTA,3
"OCUPACIÓN: ASISTENTE DENTAL; TAREAS: TRABAJO DE PABELLÓN, ASISTIENDO CONSULTAS",3
OCUPACIÓN: ASISTENTE EJECUTIVA; TAREAS: ASISTIR LA EJECUCIÓN DE LOS ENVÍOS,3
OCUPACIÓN: ASISTENTE EN DESARROLLO; TAREAS: APOYO Y DESARROLLO DE INFORMÁTICA,3
OCUPACIÓN: ASISTENTE EN FURGÓN ESCOLAR; TAREAS: ASISTIR A LOS NIÑOS PARA TRANSPORTARLOS AL COLEGIO Y A LA CASA,5
OCUPACIÓN: ASISTENTE EN PÁRVULOS; TAREAS: PROCESO PREESCOLAR A NIÑOS,3
OCUPACIÓN: ASISTENTE ENFERMERÍA; TAREAS: ASISTIR ENFERMOS,5
OCUPACIÓN: ASISTENTE LEGAL; TAREAS: LABORES ADMINISTRATIVAS DE PERSONAL,4
OCUPACIÓN: ASISTENTE POLICÍA PDI; TAREAS: POLICÍA,3
OCUPACIÓN: ASISTENTE SALA DE PROFESORES; TAREAS: ASISTIR A PROFESORES,5
OCUPACIÓN: ASISTENTE SOCIAL; TAREAS: ANALIZA PROGRAMAS DE VIVIENDA,2
OCUPACIÓN: ASISTENTE SOCIAL; TAREAS: ASISTENCIA SOCIAL,2
OCUPACIÓN: ASISTENTE SOCIAL; TAREAS: ASISTENTE SOCIAL,2
OCUPACIÓN: ASISTENTE SODIMAC; TAREAS: ASISTENTE EN VENTA,5
OCUPACIÓN: ASISTENTE TÉCNICO SALUD; TAREAS: ADMINISTRATIVOS,3
OCUPACIÓN: ASISTENTE VIRTUAL; TAREAS: LLEVA LA AGENDA DE LA FONOAUDIÓLOGA,4
OCUPACIÓN: ATENCIÓN A PÚBLICO; TAREAS: ATENCIÓN A PÚBLICO,5
OCUPACIÓN: ASISTENTE DE ENFERMOS; TAREAS: ATENDER ENFERMOS,5
OCUPACIÓN: ATENCIÓN AL CLIENTE; TAREAS: OPERARIA DE BODEGA,999
OCUPACIÓN: ATENCIÓN AL CLIENTE; TAREAS: ATENCIÓN AL CLIENTE,999
OCUPACIÓN: ATENCIÓN CLIENTE; TAREAS: BOLETERÍA,5
OCUPACIÓN: ATENCIÓN DE PÚBLICO; TAREAS: RECIBO DE ENCOMIENDAS,4
OCUPACIÓN: ATENCIÓN DE PÚBLICO EN VETERINARIA; TAREAS: ATIENDE USUARIOS DE LA FARMACIA VETERINARIA,5
OCUPACIÓN: ATIENDE PERSONA; TAREAS: COMIDA RAPIDA,9
OCUPACIÓN: ATIENDES EN UN LOCAL DE SUCHI; TAREAS: ATENCIÓN DE PÚBLICO,5
OCUPACIÓN: AUDITOR EN UNA ISAPRE; TAREAS: EVALÚA OPERACIONES ADMINISTRATIVAS,2
OCUPACIÓN: AUDITORÍA; TAREAS: JEFE CONTABILIDAD,2
OCUPACIÓN: AUXILIAR ADMINISTRATIVO; TAREAS: LABORES ADMINISTRATIVAS,4
OCUPACIÓN: AUXILIAR DE ALIMENTOS; TAREAS: COCINA Y LIMPIEZA DE RESTAURANTES,9
OCUPACIÓN: AUXILIAR DE APOYO; TAREAS: ADMINISTRATIVO,999
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: LABORES DE LIMPIEZA,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: ASEO EN OFICINAS BAÑO SALAS DE UNIVERSIDAD SAN JOAQUÍN,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: ASEO,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: ASEO,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: ASEAR JARDÍN,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: LIMPIEZA DE RECINTO DEPORTIVO,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: MANTENCIÓN DE ESPACIOS,9
OCUPACIÓN: AUXILIAR DE ASEO; TAREAS: ASEO Y LIMPIEZA,9
OCUPACIÓN: AUXILIAR DE CASINO; TAREAS: ASEO,9
OCUPACIÓN: AUXILIAR DE CASINO; TAREAS: COCINAR ALIMENTOS EN CASINO,9
"OCUPACIÓN: AUXILIAR DE CASINO; TAREAS: COCINA, LAVA LOZAS",9
OCUPACIÓN: AUXILIAR DE COCINA; TAREAS: SUPLEMENTOS,9
OCUPACIÓN: AUXILIAR DE COCINA; TAREAS: MANIPULACIÓN DE ALIMENTOS,9
OCUPACIÓN: AUXILIAR DE COCINA; TAREAS: ALIMENTOS,9
OCUPACIÓN: AUXILIAR DE COCINA; TAREAS: ASEO,9
OCUPACIÓN: AUXILIAR DE COCINA; TAREAS: AUXILIAR DE COCINA,9
OCUPACIÓN: AUXILIAR DE COCINA; TAREAS: COCINERA MULTIFUNCIONAL,9
OCUPACIÓN: AUXILIAR DE ENFERMERIA; TAREAS: MANTENCIÓN DE ASEO DE LA UCI,3
OCUPACIÓN: AUXILIAR DE FURGÓN ESCOLAR; TAREAS: CUIDADO DE NIÑOS FURGÓN,5
OCUPACIÓN: AUXILIAR DE MANTENCIÓN; TAREAS: MONITOREAR ESTADO DE MATERIALES DE TRABAO Y MANTENCIÓN DE ESTOS,999
OCUPACIÓN: AUXILIAR DE PREVENTA; TAREAS: AUXILIAR DE PREVENTA DE LOGÍSTICA,999
OCUPACIÓN: AUXILIAR DE PRODUCCIÓN; TAREAS: AYUDA EN TAREAS DE PRODUCCIÓN,9
"OCUPACIÓN: AUXILIAR DE PRODUCCIÓN; TAREAS: MAQUINISTA, MANEJO DE MÁQUINAS INDUSTRIALES",8
OCUPACIÓN: AUXILIAR EN COLEGIO; TAREAS: PRESTA SERVICIOS ADMINISTRATIVOS EN COLEGIO,999
